Tag	tagOccurNum	tagTitleOccurNum	tagBodyOccurNum	titleRatio	bodyRatio	totalRatio
sendto	26	17	24	24	0.6538461538461539	0.9230769230769231	0.9230769230769231
flup	16	6	13	13	0.375	0.8125	0.8125
mouseleave	66	41	55	59	0.6212121212121212	0.8333333333333334	0.8939393939393939
indirect	8	7	6	8	0.875	0.75	1.0
tempfile	35	12	21	23	0.34285714285714286	0.6	0.6571428571428571
android-alarms	34	1	10	10	0.029411764705882353	0.29411764705882354	0.29411764705882354
secondlife	14	0	4	4	0.0	0.2857142857142857	0.2857142857142857
sampling	56	16	28	34	0.2857142857142857	0.5	0.6071428571428571
microstation	3	3	3	3	1.0	1.0	1.0
performance	15275	4193	6608	7736	0.2745008183306056	0.43260229132569555	0.5064484451718494
spring-python	1	1	1	1	1.0	1.0	1.0
apache-tiles	28	15	17	20	0.5357142857142857	0.6071428571428571	0.7142857142857143
rendering-plain-text	3	0	1	1	0.0	0.3333333333333333	0.3333333333333333
slimbox	26	18	25	26	0.6923076923076923	0.9615384615384616	1.0
identicons	2	0	2	2	0.0	1.0	1.0
marmalade	1	1	0	1	1.0	0.0	1.0
embedded-media	5	2	1	3	0.4	0.2	0.6
bellman-ford	5	3	4	4	0.6	0.8	0.8
semicolon	52	39	41	44	0.75	0.7884615384615384	0.8461538461538461
groovlet	9	5	7	8	0.5555555555555556	0.7777777777777778	0.8888888888888888
trellis	1	1	1	1	1.0	1.0	1.0
pivotitem	2	1	2	2	0.5	1.0	1.0
mysql-error-1349	3	0	2	2	0.0	0.6666666666666666	0.6666666666666666
htdocs	12	7	10	10	0.5833333333333334	0.8333333333333334	0.8333333333333334
core-data-migration	55	21	27	35	0.38181818181818183	0.4909090909090909	0.6363636363636364
httpcfg.exe	6	0	4	4	0.0	0.6666666666666666	0.6666666666666666
dojox.grid	72	16	32	38	0.2222222222222222	0.4444444444444444	0.5277777777777778
is-uploaded-file	2	0	2	2	0.0	1.0	1.0
xbase	13	3	5	7	0.23076923076923078	0.38461538461538464	0.5384615384615384
yahoo-widgets	18	4	4	7	0.2222222222222222	0.2222222222222222	0.3888888888888889
stringbuilder	229	152	211	219	0.6637554585152838	0.9213973799126638	0.9563318777292577
buffers	45	21	26	30	0.4666666666666667	0.5777777777777777	0.6666666666666666
vapix	1	1	1	1	1.0	1.0	1.0
javabeans	631	29	37	51	0.04595879556259905	0.058637083993660855	0.08082408874801902
to-date	9	8	9	9	0.8888888888888888	1.0	1.0
interview-questions	1821	130	399	435	0.071389346512905	0.21911037891268534	0.23887973640856672
uitouch	164	27	69	75	0.16463414634146342	0.42073170731707316	0.4573170731707317
mstsc	11	7	9	9	0.6363636363636364	0.8181818181818182	0.8181818181818182
aspmenu	30	0	0	0	0.0	0.0	0.0
antcontrib	5	3	4	4	0.6	0.8	0.8
microsoft-pdc	3	2	2	3	0.6666666666666666	0.6666666666666666	1.0
mysql-error-1364	4	0	2	2	0.0	0.5	0.5
nhibernate-queryover	60	31	27	43	0.5166666666666667	0.45	0.7166666666666667
mysql-error-1366	2	0	1	1	0.0	0.5	0.5
remote-management	3	0	1	1	0.0	0.3333333333333333	0.3333333333333333
avcapture	8	4	6	7	0.5	0.75	0.875
glyph	39	27	37	37	0.6923076923076923	0.9487179487179487	0.9487179487179487
mysql.data	3	1	2	2	0.3333333333333333	0.6666666666666666	0.6666666666666666
infiniband	3	3	3	3	1.0	1.0	1.0
tagbuilder	8	7	7	8	0.875	0.875	1.0
linqtemplates	2	0	0	0	0.0	0.0	0.0
hwnd	70	37	61	63	0.5285714285714286	0.8714285714285714	0.9
growl	49	38	46	48	0.7755102040816326	0.9387755102040817	0.9795918367346939
firebug-lite	13	10	12	13	0.7692307692307693	0.9230769230769231	1.0
windows-principal	9	4	4	5	0.4444444444444444	0.4444444444444444	0.5555555555555556
alphabetical	54	29	34	38	0.5370370370370371	0.6296296296296297	0.7037037037037037
createprocessasuser	27	13	21	23	0.48148148148148145	0.7777777777777778	0.8518518518518519
beforeunload-event	1	1	1	1	1.0	1.0	1.0
entity-manager	9	5	8	8	0.5555555555555556	0.8888888888888888	0.8888888888888888
optimizer	23	9	13	15	0.391304347826087	0.5652173913043478	0.6521739130434783
validator	208	133	172	189	0.6394230769230769	0.8269230769230769	0.9086538461538461
yepnope	19	14	17	17	0.7368421052631579	0.8947368421052632	0.8947368421052632
sparql	185	131	144	168	0.7081081081081081	0.7783783783783784	0.9081081081081082
tabbed-interface	15	7	9	10	0.4666666666666667	0.6	0.6666666666666666
gnu-prolog	12	1	5	5	0.08333333333333333	0.4166666666666667	0.4166666666666667
dependencies	1365	457	691	806	0.3347985347985348	0.5062271062271062	0.5904761904761905
validaton	3	0	1	1	0.0	0.3333333333333333	0.3333333333333333
url.action	16	12	16	16	0.75	1.0	1.0
flir	5	4	5	5	0.8	1.0	1.0
cunit	9	6	8	9	0.6666666666666666	0.8888888888888888	1.0
flip	117	87	106	112	0.7435897435897436	0.905982905982906	0.9572649572649573
gallio	119	70	99	102	0.5882352941176471	0.8319327731092437	0.8571428571428571
auto-populate	23	10	8	11	0.43478260869565216	0.34782608695652173	0.4782608695652174
parallel-collections	7	4	4	6	0.5714285714285714	0.5714285714285714	0.8571428571428571
nserror	40	18	33	34	0.45	0.825	0.85
donations	27	7	10	13	0.25925925925925924	0.37037037037037035	0.48148148148148145
popup-window	4	2	4	4	0.5	1.0	1.0
hwpf	7	6	7	7	0.8571428571428571	1.0	1.0
ehcache-bigmemory	1	0	0	0	0.0	0.0	0.0
insertable-objects	1	1	1	1	1.0	1.0	1.0
tour	14	7	10	10	0.5	0.7142857142857143	0.7142857142857143
horror	6	0	1	1	0.0	0.16666666666666666	0.16666666666666666
maven-assembly-plugin	119	36	87	91	0.3025210084033613	0.7310924369747899	0.7647058823529411
skype4java	12	7	6	7	0.5833333333333334	0.5	0.5833333333333334
gnu-fileutils	2	0	0	0	0.0	0.0	0.0
linqkit	2	1	2	2	0.5	1.0	1.0
drupal-gmap	2	2	2	2	1.0	1.0	1.0
invalid-postback	2	2	2	2	1.0	1.0	1.0
anchor	510	350	389	431	0.6862745098039216	0.7627450980392156	0.8450980392156863
function	6575	4747	5977	6222	0.7219771863117871	0.9090494296577947	0.9463117870722434
referential-transparency	27	8	8	11	0.2962962962962963	0.2962962962962963	0.4074074074074074
visual-studio-templates	28	4	6	8	0.14285714285714285	0.21428571428571427	0.2857142857142857
web-admin	2	0	2	2	0.0	1.0	1.0
digital-certificate	112	24	41	48	0.21428571428571427	0.36607142857142855	0.42857142857142855
forall	9	6	9	9	0.6666666666666666	1.0	1.0
class-attributes	32	10	11	16	0.3125	0.34375	0.5
dwarf	19	9	16	17	0.47368421052631576	0.8421052631578947	0.8947368421052632
right-aws	8	7	7	8	0.875	0.875	1.0
double-free	6	4	5	5	0.6666666666666666	0.8333333333333334	0.8333333333333334
ui-virtualization	11	3	4	4	0.2727272727272727	0.36363636363636365	0.36363636363636365
function-templates	38	5	8	12	0.13157894736842105	0.21052631578947367	0.3157894736842105
dot2tex	1	1	0	1	1.0	0.0	1.0
blackberry-maps	17	4	7	8	0.23529411764705882	0.4117647058823529	0.47058823529411764
oberon	5	2	4	4	0.4	0.8	0.8
graphical-programming	13	1	5	5	0.07692307692307693	0.38461538461538464	0.38461538461538464
outlining	15	7	8	11	0.4666666666666667	0.5333333333333333	0.7333333333333333
wxglcanvas	4	2	2	2	0.5	0.5	0.5
b2b	13	8	7	9	0.6153846153846154	0.5384615384615384	0.6923076923076923
eclipse	15791	10895	13256	14347	0.6899499715027547	0.8394655183332278	0.9085555063010575
string-processing	2	0	0	0	0.0	0.0	0.0
stack-dump	3	1	3	3	0.3333333333333333	1.0	1.0
toolkit	194	115	150	170	0.5927835051546392	0.7731958762886598	0.8762886597938144
fieldeditor	2	0	2	2	0.0	1.0	1.0
nsdatecomponents	61	17	50	51	0.2786885245901639	0.819672131147541	0.8360655737704918
fluent-nhibernate	2635	1469	1604	2098	0.5574952561669829	0.6087286527514232	0.7962049335863378
registerhotkey	14	5	12	12	0.35714285714285715	0.8571428571428571	0.8571428571428571
eigenvalue	29	18	23	25	0.6206896551724138	0.7931034482758621	0.8620689655172413
internationalization	2357	225	247	367	0.09546033092914723	0.1047942299533305	0.15570640644887568
deferred-loading	8	4	3	4	0.5	0.375	0.5
reliable-secure-profile	4	2	2	3	0.5	0.5	0.75
sql-puzzle	8	0	0	0	0.0	0.0	0.0
group	478	379	425	455	0.7928870292887029	0.8891213389121339	0.9518828451882845
silent-post	3	3	3	3	1.0	1.0	1.0
android-webview	311	127	174	218	0.40836012861736337	0.5594855305466238	0.7009646302250804
ilmerge	99	67	90	97	0.6767676767676768	0.9090909090909091	0.9797979797979798
getting-started	168	40	29	55	0.23809523809523808	0.17261904761904762	0.3273809523809524
multiplestacks	2	0	0	0	0.0	0.0	0.0
send-to	5	3	5	5	0.6	1.0	1.0
ibatis.net	34	19	20	22	0.5588235294117647	0.5882352941176471	0.6470588235294118
magnify	6	3	5	5	0.5	0.8333333333333334	0.8333333333333334
featured	24	18	24	24	0.75	1.0	1.0
clr-profiler	4	3	3	3	0.75	0.75	0.75
waithandles	1	0	0	0	0.0	0.0	0.0
static-methods	322	79	125	147	0.2453416149068323	0.38819875776397517	0.45652173913043476
coderef	3	1	1	1	0.3333333333333333	0.3333333333333333	0.3333333333333333
inputverifier	4	2	3	3	0.5	0.75	0.75
wordpress-plugin	878	255	496	553	0.29043280182232345	0.5649202733485194	0.6298405466970387
features	356	88	169	181	0.24719101123595505	0.4747191011235955	0.5084269662921348
foreground	91	61	77	79	0.6703296703296703	0.8461538461538461	0.8681318681318682
coldfusion-mx	5	1	1	2	0.2	0.2	0.4
perl-xml	4	1	2	3	0.25	0.5	0.75
file-protocol	6	4	5	5	0.6666666666666666	0.8333333333333334	0.8333333333333334
gwidgets	3	1	3	3	0.3333333333333333	1.0	1.0
vsts2008	274	1	19	20	0.0036496350364963502	0.06934306569343066	0.072992700729927
azure-appfabric	18	6	7	9	0.3333333333333333	0.3888888888888889	0.5
dynamic-columns	7	3	4	4	0.42857142857142855	0.5714285714285714	0.5714285714285714
digit	29	17	25	26	0.5862068965517241	0.8620689655172413	0.896551724137931
maven-nar-plugin	3	2	3	3	0.6666666666666666	1.0	1.0
database-mirroring	15	4	11	11	0.26666666666666666	0.7333333333333333	0.7333333333333333
vsts2010	80	3	1	3	0.0375	0.0125	0.0375
vertica	16	9	14	15	0.5625	0.875	0.9375
eazfuscator	3	1	2	3	0.3333333333333333	0.6666666666666666	1.0
ar-mailer	11	9	11	11	0.8181818181818182	1.0	1.0
httparty	43	34	42	43	0.7906976744186046	0.9767441860465116	1.0
key-value-store	66	16	34	37	0.24242424242424243	0.5151515151515151	0.5606060606060606
adwhirl	103	82	97	100	0.7961165048543689	0.941747572815534	0.970873786407767
handling	133	65	37	75	0.48872180451127817	0.2781954887218045	0.5639097744360902
gretty	1	0	1	1	0.0	1.0	1.0
ftell	6	3	5	5	0.5	0.8333333333333334	0.8333333333333334
uiprogressbar	10	4	2	4	0.4	0.2	0.4
vsts2005	4	0	0	0	0.0	0.0	0.0
bulkinsert	265	3	7	9	0.011320754716981131	0.026415094339622643	0.033962264150943396
web-optimization	16	1	3	3	0.0625	0.1875	0.1875
google-summer-of-code	1	0	1	1	0.0	1.0	1.0
class-template	5	3	4	4	0.6	0.8	0.8
design-choices	2	0	0	0	0.0	0.0	0.0
requestvalidationmode	4	2	1	2	0.5	0.25	0.5
cookies	3976	1409	2328	2583	0.35437625754527163	0.5855130784708249	0.6496478873239436
matlab-figure	12	3	4	5	0.25	0.3333333333333333	0.4166666666666667
elasticlayout	13	0	0	0	0.0	0.0	0.0
htmlentities	76	17	39	43	0.2236842105263158	0.5131578947368421	0.5657894736842105
racket	337	86	111	134	0.2551928783382789	0.3293768545994065	0.39762611275964393
blocks	304	107	156	182	0.3519736842105263	0.5131578947368421	0.5986842105263158
sortable-tables	8	0	2	2	0.0	0.25	0.25
refactoring-databases	13	0	2	2	0.0	0.15384615384615385	0.15384615384615385
modx-evolution	19	3	6	7	0.15789473684210525	0.3157894736842105	0.3684210526315789
shell32	24	7	15	15	0.2916666666666667	0.625	0.625
failed-to-load-viewstate	9	5	6	6	0.5555555555555556	0.6666666666666666	0.6666666666666666
solo-developer	18	4	6	8	0.2222222222222222	0.3333333333333333	0.4444444444444444
tomcat5.5	119	2	7	9	0.01680672268907563	0.058823529411764705	0.07563025210084033
image-comparison	16	4	6	8	0.25	0.375	0.5
readonly	303	135	179	198	0.44554455445544555	0.5907590759075908	0.6534653465346535
coderay	8	6	7	8	0.75	0.875	1.0
mmix	7	6	6	7	0.8571428571428571	0.8571428571428571	1.0
virtuoso	10	8	9	10	0.8	0.9	1.0
memory-usage	625	146	227	272	0.2336	0.3632	0.4352
windows-media-server	15	4	6	8	0.26666666666666666	0.4	0.5333333333333333
xbuild	13	10	12	13	0.7692307692307693	0.9230769230769231	1.0
rawcontacts	12	0	8	8	0.0	0.6666666666666666	0.6666666666666666
sender	44	25	36	39	0.5681818181818182	0.8181818181818182	0.8863636363636364
imagebrush	27	14	22	24	0.5185185185185185	0.8148148148148148	0.8888888888888888
php-internals	5	0	0	0	0.0	0.0	0.0
transcoding	54	21	22	32	0.3888888888888889	0.4074074074074074	0.5925925925925926
.net-2.0	1597	294	658	725	0.18409517845961176	0.41202254226675017	0.45397620538509703
archgenxml	1	1	1	1	1.0	1.0	1.0
nstimeinterval	57	15	37	39	0.2631578947368421	0.6491228070175439	0.6842105263157895
gui-guidelines	2	0	1	1	0.0	0.5	0.5
german	37	27	36	37	0.7297297297297297	0.972972972972973	1.0
entityspaces	3	1	3	3	0.3333333333333333	1.0	1.0
mysql++	28	23	18	24	0.8214285714285714	0.6428571428571429	0.8571428571428571
zend-filter-strip-tags	6	2	4	4	0.3333333333333333	0.6666666666666666	0.6666666666666666
spatial-data	2	1	1	1	0.5	0.5	0.5
devicetoken	9	0	2	2	0.0	0.2222222222222222	0.2222222222222222
agent	113	77	99	106	0.6814159292035398	0.8761061946902655	0.9380530973451328
mac-address	118	87	109	113	0.7372881355932204	0.923728813559322	0.9576271186440678
remote-server	38	21	33	35	0.5526315789473685	0.868421052631579	0.9210526315789473
programdata	9	6	9	9	0.6666666666666666	1.0	1.0
addressbar	25	3	2	3	0.12	0.08	0.12
quick-search	6	5	6	6	0.8333333333333334	1.0	1.0
layout-inflater	15	3	12	12	0.2	0.8	0.8
lasso	7	5	7	7	0.7142857142857143	1.0	1.0
rational-requisitepro	1	0	0	0	0.0	0.0	0.0
isometric	52	40	48	50	0.7692307692307693	0.9230769230769231	0.9615384615384616
data-synchronization	5	1	2	2	0.2	0.4	0.4
zmodem	5	3	4	4	0.6	0.8	0.8
translate-animation	8	3	6	6	0.375	0.75	0.75
database-independent	3	1	2	2	0.3333333333333333	0.6666666666666666	0.6666666666666666
alpha	271	181	228	247	0.6678966789667896	0.8413284132841329	0.9114391143911439
mirah	6	4	6	6	0.6666666666666666	1.0	1.0
numeric-limit	2	2	2	2	1.0	1.0	1.0
behaviour-driven-design	2	0	0	0	0.0	0.0	0.0
design-documentation	7	1	2	2	0.14285714285714285	0.2857142857142857	0.2857142857142857
httphandlerfactory	2	1	1	1	0.5	0.5	0.5
modelsim	22	17	17	19	0.7727272727272727	0.7727272727272727	0.8636363636363636
netstat	48	21	43	44	0.4375	0.8958333333333334	0.9166666666666666
chai3d	1	1	1	1	1.0	1.0	1.0
dictating	4	2	0	2	0.5	0.0	0.5
scorm	62	52	57	60	0.8387096774193549	0.9193548387096774	0.967741935483871
palm-os	35	17	28	29	0.4857142857142857	0.8	0.8285714285714286
staticfilehandler	4	1	2	3	0.25	0.5	0.75
eclipse-tptp	19	10	13	16	0.5263157894736842	0.6842105263157895	0.8421052631578947
smoke-testing	15	4	5	8	0.26666666666666666	0.3333333333333333	0.5333333333333333
visualtreehelper	21	7	15	17	0.3333333333333333	0.7142857142857143	0.8095238095238095
clientscriptmanager	7	2	3	3	0.2857142857142857	0.42857142857142855	0.42857142857142855
device-driver	333	73	159	174	0.21921921921921922	0.4774774774774775	0.5225225225225225
jo4neo	2	1	1	1	0.5	0.5	0.5
rakudo-star	8	1	2	2	0.125	0.25	0.25
relative-addressing	3	1	0	1	0.3333333333333333	0.0	0.3333333333333333
cradle	11	9	10	10	0.8181818181818182	0.9090909090909091	0.9090909090909091
osgi-fragment	7	3	4	5	0.42857142857142855	0.5714285714285714	0.7142857142857143
unavailable	17	10	10	10	0.5882352941176471	0.5882352941176471	0.5882352941176471
universal-quantification	1	0	0	0	0.0	0.0	0.0
bullseye	3	3	3	3	1.0	1.0	1.0
audioformat	14	1	2	2	0.07142857142857142	0.14285714285714285	0.14285714285714285
database-design	6165	959	1428	1889	0.15555555555555556	0.2316301703163017	0.30640713706407136
finereader	5	1	3	3	0.2	0.6	0.6
customcomponent	7	0	1	1	0.0	0.14285714285714285	0.14285714285714285
destdir	1	0	1	1	0.0	1.0	1.0
web-view	5	3	4	4	0.6	0.8	0.8
cheeseshop	3	0	0	0	0.0	0.0	0.0
asynchronously	11	5	7	8	0.45454545454545453	0.6363636363636364	0.7272727272727273
qmake	177	114	137	152	0.6440677966101694	0.7740112994350282	0.8587570621468926
hierarchical-grouping	3	1	1	1	0.3333333333333333	0.3333333333333333	0.3333333333333333
apache-felix	73	18	40	44	0.2465753424657534	0.547945205479452	0.6027397260273972
quicktime	335	192	245	265	0.573134328358209	0.7313432835820896	0.7910447761194029
jqtransform	22	19	20	21	0.8636363636363636	0.9090909090909091	0.9545454545454546
merge	1998	1147	1668	1778	0.5740740740740741	0.8348348348348348	0.8898898898898899
qmail	32	19	31	32	0.59375	0.96875	1.0
google-goggles	6	4	5	5	0.6666666666666666	0.8333333333333334	0.8333333333333334
contextswitchdeadlock	8	3	3	4	0.375	0.375	0.5
scrolltop	67	35	60	62	0.5223880597014925	0.8955223880597015	0.9253731343283582
git-submodule	5	3	5	5	0.6	1.0	1.0
del.icio.us	3	0	3	3	0.0	1.0	1.0
clock-synchronization	4	2	3	3	0.5	0.75	0.75
streamwriter	123	57	108	112	0.4634146341463415	0.8780487804878049	0.9105691056910569
raddatapager	2	2	2	2	1.0	1.0	1.0
low-level-api	14	6	10	10	0.42857142857142855	0.7142857142857143	0.7142857142857143
statelist	2	2	2	2	1.0	1.0	1.0
cross-reference	25	8	12	16	0.32	0.48	0.64
methodimplattribute	1	0	1	1	0.0	1.0	1.0
superpreview	6	3	2	3	0.5	0.3333333333333333	0.5
zend-layout	38	28	28	35	0.7368421052631579	0.7368421052631579	0.9210526315789473
xml-database	10	6	9	9	0.6	0.9	0.9
webconfigurationmanager	15	6	12	12	0.4	0.8	0.8
tabbed-browsing	8	4	3	5	0.5	0.375	0.625
relativelayout	291	130	253	264	0.44673539518900346	0.8694158075601375	0.9072164948453608
assembly-references	11	2	4	5	0.18181818181818182	0.36363636363636365	0.45454545454545453
chef-recipe	6	4	6	6	0.6666666666666666	1.0	1.0
location-provider	2	2	2	2	1.0	1.0	1.0
libpurple	15	10	13	14	0.6666666666666666	0.8666666666666667	0.9333333333333333
replacement	116	43	46	72	0.3706896551724138	0.39655172413793105	0.6206896551724138
reliability	83	18	27	35	0.21686746987951808	0.3253012048192771	0.42168674698795183
uigesturerecognizer	341	69	146	170	0.20234604105571846	0.4281524926686217	0.49853372434017595
tabu-search	2	2	2	2	1.0	1.0	1.0
red5	292	182	263	274	0.6232876712328768	0.9006849315068494	0.9383561643835616
google-ajax-libraries	6	3	4	5	0.5	0.6666666666666666	0.8333333333333334
appendto	55	33	46	49	0.6	0.8363636363636363	0.8909090909090909
application-role	2	0	2	2	0.0	1.0	1.0
table-definition	5	3	2	3	0.6	0.4	0.6
resourcereference	1	1	1	1	1.0	1.0	1.0
onutterancecompleted	2	2	2	2	1.0	1.0	1.0
sprites	121	57	75	84	0.47107438016528924	0.6198347107438017	0.6942148760330579
open-id-authentication	3	1	2	2	0.3333333333333333	0.6666666666666666	0.6666666666666666
faults	9	4	7	7	0.4444444444444444	0.7777777777777778	0.7777777777777778
model-associations	50	4	16	17	0.08	0.32	0.34
screen-size	46	20	36	40	0.43478260869565216	0.782608695652174	0.8695652173913043
rect	41	33	39	39	0.8048780487804879	0.9512195121951219	0.9512195121951219
referrals	24	6	13	13	0.25	0.5416666666666666	0.5416666666666666
buildengine	4	2	2	3	0.5	0.5	0.75
recv	84	53	78	79	0.6309523809523809	0.9285714285714286	0.9404761904761905
scons	212	169	203	204	0.7971698113207547	0.9575471698113207	0.9622641509433962
clinkctrl	1	1	1	1	1.0	1.0	1.0
catransition	43	32	40	41	0.7441860465116279	0.9302325581395349	0.9534883720930233
android-calendar	7	2	4	4	0.2857142857142857	0.5714285714285714	0.5714285714285714
redo	18	12	16	16	0.6666666666666666	0.8888888888888888	0.8888888888888888
updatexml	5	2	4	4	0.4	0.8	0.8
release	738	448	655	686	0.6070460704607046	0.8875338753387534	0.9295392953929539
sbt-idea	5	2	4	4	0.4	0.8	0.8
odbms	5	1	3	3	0.2	0.6	0.6
readelf	2	1	2	2	0.5	1.0	1.0
minimum-requirements	3	2	2	2	0.6666666666666666	0.6666666666666666	0.6666666666666666
mining	27	9	9	12	0.3333333333333333	0.3333333333333333	0.4444444444444444
bamboo	70	49	61	65	0.7	0.8714285714285714	0.9285714285714286
concept	42	13	21	24	0.30952380952380953	0.5	0.5714285714285714
parity	15	12	14	14	0.8	0.9333333333333333	0.9333333333333333
scope	1490	803	903	1104	0.5389261744966443	0.6060402684563758	0.7409395973154362
mindset	4	1	3	3	0.25	0.75	0.75
local-shared-object	8	3	5	6	0.375	0.625	0.75
wm-copydata	16	11	13	15	0.6875	0.8125	0.9375
pass-data	5	5	2	5	1.0	0.4	1.0
real	29	20	24	26	0.6896551724137931	0.8275862068965517	0.896551724137931
panning	29	17	20	22	0.5862068965517241	0.6896551724137931	0.7586206896551724
rfc3629	1	0	1	1	0.0	1.0	1.0
binarywriter	18	9	15	15	0.5	0.8333333333333334	0.8333333333333334
considerations	3	1	2	2	0.3333333333333333	0.6666666666666666	0.6666666666666666
groupstyle	14	6	12	12	0.42857142857142855	0.8571428571428571	0.8571428571428571
gaussian	64	43	56	57	0.671875	0.875	0.890625
applet	1742	1323	1615	1656	0.7594718714121699	0.9270952927669346	0.9506314580941446
read	949	716	854	904	0.7544783983140148	0.8998946259220232	0.9525816649104321
windowservice	26	3	5	5	0.11538461538461539	0.19230769230769232	0.19230769230769232
mpic++	3	1	1	1	0.3333333333333333	0.3333333333333333	0.3333333333333333
xpand	9	9	9	9	1.0	1.0	1.0
linking-errors	9	0	2	2	0.0	0.2222222222222222	0.2222222222222222
pygobject	26	9	16	18	0.34615384615384615	0.6153846153846154	0.6923076923076923
mouseleftbuttondown	11	4	6	6	0.36363636363636365	0.5454545454545454	0.5454545454545454
arraydeque	3	2	2	2	0.6666666666666666	0.6666666666666666	0.6666666666666666
tablecellrenderer	35	7	27	27	0.2	0.7714285714285715	0.7714285714285715
cleanup	80	24	31	39	0.3	0.3875	0.4875
for-xml-path	11	6	11	11	0.5454545454545454	1.0	1.0
traceroute	45	27	35	38	0.6	0.7777777777777778	0.8444444444444444
sharepoint-development	9	0	3	3	0.0	0.3333333333333333	0.3333333333333333
include-path	120	50	89	91	0.4166666666666667	0.7416666666666667	0.7583333333333333
sqlconnection	165	72	126	133	0.43636363636363634	0.7636363636363637	0.806060606060606
descriptor-protocol	4	0	1	1	0.0	0.25	0.25
entity-bean	5	5	5	5	1.0	1.0	1.0
uiviewanimation	97	13	44	46	0.13402061855670103	0.4536082474226804	0.4742268041237113
treeviewitem	99	67	80	86	0.6767676767676768	0.8080808080808081	0.8686868686868687
avro	10	8	8	10	0.8	0.8	1.0
mysql-error-1435	1	0	0	0	0.0	0.0	0.0
code-injection	118	16	40	46	0.13559322033898305	0.3389830508474576	0.3898305084745763
quartz-composer	42	25	25	32	0.5952380952380952	0.5952380952380952	0.7619047619047619
asset-pipeline	34	21	20	27	0.6176470588235294	0.5882352941176471	0.7941176470588235
blueprint-css	135	64	96	106	0.4740740740740741	0.7111111111111111	0.7851851851851852
duplicates	734	193	266	332	0.26294277929155313	0.36239782016348776	0.45231607629427795
table-manipulation	3	0	0	0	0.0	0.0	0.0
nonserializedattribute	7	0	0	0	0.0	0.0	0.0
pragma	123	80	115	117	0.6504065040650406	0.9349593495934959	0.9512195121951219
array-population	2	0	0	0	0.0	0.0	0.0
temp-table	15	9	15	15	0.6	1.0	1.0
rackup	7	6	6	6	0.8571428571428571	0.8571428571428571	0.8571428571428571
pre-compilation	10	2	3	4	0.2	0.3	0.4
refs	7	2	3	4	0.2857142857142857	0.42857142857142855	0.5714285714285714
thunderbird	89	61	77	81	0.6853932584269663	0.8651685393258427	0.9101123595505618
cobertura	93	75	86	91	0.8064516129032258	0.9247311827956989	0.978494623655914
embedded-jetty	102	30	47	55	0.29411764705882354	0.46078431372549017	0.5392156862745098
typelibrary	12	0	1	1	0.0	0.08333333333333333	0.08333333333333333
switchers	6	0	1	1	0.0	0.16666666666666666	0.16666666666666666
fms3	11	0	1	1	0.0	0.09090909090909091	0.09090909090909091
trusted-vs-untrusted	6	0	0	0	0.0	0.0	0.0
estimate	13	6	10	11	0.46153846153846156	0.7692307692307693	0.8461538461538461
appindicator	5	3	4	4	0.6	0.8	0.8
mysql-error-1416	3	0	0	0	0.0	0.0	0.0
async-ctp	39	22	29	34	0.5641025641025641	0.7435897435897436	0.8717948717948718
mysql-error-1415	2	0	1	1	0.0	0.5	0.5
direct	47	34	38	44	0.723404255319149	0.8085106382978723	0.9361702127659575
globalization	413	79	122	156	0.19128329297820823	0.29539951573849876	0.37772397094430993
nunit-addins	4	1	2	2	0.25	0.5	0.5
fckeditor	316	163	205	219	0.5158227848101266	0.6487341772151899	0.6930379746835443
fmpp	2	2	2	2	1.0	1.0	1.0
reek	3	1	3	3	0.3333333333333333	1.0	1.0
sourcegear-fortress	3	1	3	3	0.3333333333333333	1.0	1.0
preemption	9	4	3	4	0.4444444444444444	0.3333333333333333	0.4444444444444444
ibm-rad-7.5	2	0	1	1	0.0	0.5	0.5
inventory-management	16	4	8	8	0.25	0.5	0.5
artifact	18	10	16	17	0.5555555555555556	0.8888888888888888	0.9444444444444444
latex	2055	1431	1423	1801	0.6963503649635037	0.6924574209245742	0.8763990267639903
round-robin	17	14	13	15	0.8235294117647058	0.7647058823529411	0.8823529411764706
winstone	2	0	1	1	0.0	0.5	0.5
teamcity-vcsroot	1	0	0	0	0.0	0.0	0.0
preview-5	2	1	0	1	0.5	0.0	0.5
odata	410	286	338	363	0.697560975609756	0.824390243902439	0.8853658536585366
html-manipulation	6	0	0	0	0.0	0.0	0.0
nsundomanager	51	28	31	37	0.5490196078431373	0.6078431372549019	0.7254901960784313
dataflow-diagram	7	4	4	4	0.5714285714285714	0.5714285714285714	0.5714285714285714
ansi-sql	26	8	17	18	0.3076923076923077	0.6538461538461539	0.6923076923076923
application-layer	4	1	4	4	0.25	1.0	1.0
greenplum	13	9	7	11	0.6923076923076923	0.5384615384615384	0.8461538461538461
lazythreadsafetymode	2	0	2	2	0.0	1.0	1.0
assets-pipeline	7	1	3	3	0.14285714285714285	0.42857142857142855	0.42857142857142855
onbeforeprint	2	1	2	2	0.5	1.0	1.0
openwrap	8	5	7	8	0.625	0.875	1.0
content-query-rollup	3	1	1	1	0.3333333333333333	0.3333333333333333	0.3333333333333333
sprefresh-view	1	0	0	0	0.0	0.0	0.0
mousepress	4	1	3	3	0.25	0.75	0.75
wxmathplot	2	2	2	2	1.0	1.0	1.0
flex-4.5	5	0	0	0	0.0	0.0	0.0
newtonsoft	38	15	26	31	0.39473684210526316	0.6842105263157895	0.8157894736842105
